date,produit_id,categorie,quantite_vendue,stock_initial,peremption_jours,prix_vente,promotion,temperature_max,pluie_mm,evenement,magasin
2022-02-22,Bananes_kg,fruit,61.0,480,10,700,0,32.1,1.2,None,Dakar_Corniche
2024-07-22,Poulet_frais,viande,39.0,114,14,2500,0,36.2,0.6,None,Thies_Centre
2023-08-21,Poisson_frais,poisson,69.0,246,14,1500,0,33.3,2.9,None,Saint-Louis_Marche
2022-10-09,Poulet_frais,viande,41.0,150,10,2500,0,30.8,0.2,None,Saint-Louis_Marche
2023-02-10,Poisson_frais,poisson,60.0,135,10,1500,0,39.5,0.6,None,Dakar_Corniche
2023-06-17,Lait_1L,produit_frais,84.0,248,10,1200,0,31.6,0.5,None,Saint-Louis_Marche
2024-08-06,Bananes_kg,fruit,76.0,458,5,700,0,36.1,0.3,None,Dakar_Corniche
2024-07-24,Lait_1L,produit_frais,73.0,178,3,1200,0,29.9,2.4,None,Thies_Centre
2024-09-19,Pommes_kg,fruit,87.0,284,5,600,1,32.7,0.1,None,Dakar_Corniche
2024-10-22,Poisson_frais,poisson,70.0,436,10,1500,0,34.7,5.1,None,Saint-Louis_Marche
2022-08-25,Tomates_kg,legume,145.0,126,7,500,0,38.2,0.8,None,Saint-Louis_Marche
2022-06-29,Riz_5kg,epicerie,39.0,205,10,2000,0,28.2,1.9,None,Dakar_Corniche
2022-09-25,Lait_1L,produit_frais,72.0,232,3,1200,0,26.8,0.4,None,Thies_Centre
2022-03-31,Poisson_frais,poisson,61.0,492,10,1500,0,39.2,1.4,None,Saint-Louis_Marche
2024-12-07,Bananes_kg,fruit,52.0,239,5,700,0,38.8,2.7,None,Saint-Louis_Marche
2024-08-16,Sucre_1kg,epicerie,25.0,228,5,400,0,27.7,1.6,None,Saint-Louis_Marche
2024-03-31,Riz_5kg,epicerie,139.22667292492713,301,3,2000,0,29.3,0.1,Ramadan,Thies_Centre
2022-12-09,Lait_1L,produit_frais,94.0,366,3,1200,0,39.9,0.5,None,Thies_Centre
2022-11-22,Bananes_kg,fruit,62.0,471,3,700,0,32.1,2.6,None,Thies_Centre
2023-06-03,Riz_5kg,epicerie,52.0,106,7,2000,1,33.4,1.2,None,Dakar_Corniche
2023-10-01,Poisson_frais,poisson,72.0,468,5,1500,0,35.4,0.9,None,Dakar_Corniche
2024-06-11,Oignons_kg,legume,80.0,434,7,300,0,36.5,0.4,None,Thies_Centre
2022-03-24,Sucre_1kg,epicerie,39.0,175,5,400,1,27.2,1.1,None,Dakar_Corniche
2022-01-08,Oignons_kg,legume,77.0,176,7,300,0,36.5,1.4,None,Dakar_Corniche
2023-03-31,Bananes_kg,fruit,190.14331862939895,365,3,700,0,35.8,1.5,Ramadan,Thies_Centre
2022-08-26,Riz_5kg,epicerie,56.0,430,14,2000,0,27.0,1.3,None,Thies_Centre
2023-09-27,Pommes_kg,fruit,68.0,327,3,600,0,25.0,1.8,None,Thies_Centre
2024-12-21,Huile_1L,epicerie,101.0,434,5,800,0,35.7,1.4,None,Saint-Louis_Marche
2024-09-14,Poulet_frais,viande,35.0,175,3,2500,0,28.7,4.7,None,Saint-Louis_Marche
2022-09-13,Tomates_kg,legume,105.0,443,10,500,0,25.8,0.7,None,Saint-Louis_Marche
2023-04-17,Sucre_1kg,epicerie,52.674320662872105,274,5,400,0,40.5,0.1,Ramadan,Saint-Louis_Marche
2024-08-21,Pommes_kg,fruit,67.0,172,5,600,0,32.9,3.0,None,Saint-Louis_Marche
2023-01-12,Oignons_kg,legume,79.0,481,7,300,0,26.5,1.8,None,Saint-Louis_Marche
2023-01-21,Lait_1L,produit_frais,79.0,444,5,1200,0,36.4,0.1,None,Thies_Centre
2023-10-07,Oignons_kg,legume,110.0,323,14,300,0,29.0,9.4,None,Saint-Louis_Marche
2023-08-22,Lait_1L,produit_frais,82.0,442,5,1200,0,27.7,2.6,None,Thies_Centre
2022-05-30,Pommes_kg,fruit,67.0,360,3,600,1,25.0,3.1,None,Saint-Louis_Marche
2023-05-05,Bananes_kg,fruit,67.0,372,10,700,0,33.7,3.0,None,Saint-Louis_Marche
2024-08-28,Lait_1L,produit_frais,68.0,294,7,1200,0,38.5,1.6,None,Thies_Centre
2024-06-20,Bananes_kg,fruit,50.0,368,14,700,0,29.4,0.5,None,Saint-Louis_Marche
2024-08-14,Bananes_kg,fruit,59.0,355,14,700,0,28.9,0.4,None,Saint-Louis_Marche
2023-08-05,Sucre_1kg,epicerie,28.0,404,7,400,1,31.6,1.2,None,Dakar_Corniche
2022-10-26,Sucre_1kg,epicerie,30.0,374,14,400,0,30.6,0.1,None,Saint-Louis_Marche
2023-07-08,Riz_5kg,epicerie,53.0,171,3,2000,0,27.2,2.0,None,Thies_Centre
2024-10-09,Sucre_1kg,epicerie,22.0,244,10,400,0,27.3,5.1,None,Dakar_Corniche
2023-05-30,Tomates_kg,legume,138.0,397,7,500,0,33.7,4.2,None,Thies_Centre
2024-12-14,Poulet_frais,viande,44.0,219,10,2500,0,30.0,1.8,None,Thies_Centre
2022-03-25,Lait_1L,produit_frais,87.0,391,3,1200,0,35.5,1.9,None,Saint-Louis_Marche
2024-02-23,Oignons_kg,legume,88.0,238,5,300,0,35.8,2.7,None,Thies_Centre
2023-04-24,Poisson_frais,poisson,70.0,462,3,1500,0,31.8,0.1,None,Thies_Centre
2022-08-16,Riz_5kg,epicerie,56.0,430,5,2000,1,32.1,0.5,None,Thies_Centre
2023-09-04,Bananes_kg,fruit,55.0,317,7,700,0,29.9,2.1,None,Dakar_Corniche
2023-10-02,Pommes_kg,fruit,69.0,150,7,600,0,45.0,2.5,None,Dakar_Corniche
2024-12-02,Oignons_kg,legume,92.0,468,10,300,1,35.5,5.3,None,Dakar_Corniche
2022-07-08,Huile_1L,epicerie,90.0,470,3,800,1,35.8,2.5,None,Dakar_Corniche
2023-06-21,Sucre_1kg,epicerie,30.0,463,14,400,0,39.4,2.8,None,Saint-Louis_Marche
2022-09-26,Poisson_frais,poisson,70.0,391,7,1500,0,29.4,0.8,None,Thies_Centre
2024-01-08,Pommes_kg,fruit,89.0,420,10,600,0,32.5,0.8,None,Thies_Centre
2024-07-12,Sucre_1kg,epicerie,34.0,286,10,400,0,37.0,5.2,None,Thies_Centre
2023-03-24,Tomates_kg,legume,227.9318832830282,345,7,500,0,38.6,0.6,Ramadan,Saint-Louis_Marche
2024-09-06,Tomates_kg,legume,133.0,391,5,500,1,34.4,0.9,None,Saint-Louis_Marche
2023-08-05,Lait_1L,produit_frais,78.0,316,10,1200,0,36.3,0.2,None,Saint-Louis_Marche
2022-11-18,Poisson_frais,poisson,82.0,248,7,1500,0,25.0,1.8,None,Dakar_Corniche
2022-02-06,Oignons_kg,legume,101.0,299,14,300,0,38.2,2.6,None,Thies_Centre
2023-06-09,Pommes_kg,fruit,65.0,479,14,600,0,33.4,7.1,None,Thies_Centre
2024-12-28,Sucre_1kg,epicerie,18.0,148,3,400,0,36.8,0.3,None,Thies_Centre
2023-08-03,Poulet_frais,viande,46.0,167,5,2500,0,40.1,2.8,None,Dakar_Corniche
2024-06-04,Lait_1L,produit_frais,81.0,298,3,1200,0,26.2,1.8,None,Saint-Louis_Marche
2022-04-30,Huile_1L,epicerie,172.3474275166178,182,7,800,1,37.3,4.0,Ramadan,Saint-Louis_Marche
2024-01-30,Oignons_kg,legume,95.0,155,7,300,0,33.7,4.0,None,Dakar_Corniche
2023-04-28,Sucre_1kg,epicerie,41.0,447,7,400,0,25.0,0.3,None,Dakar_Corniche
2022-02-03,Bananes_kg,fruit,51.0,324,7,700,0,26.6,1.0,None,Thies_Centre
2023-09-09,Pommes_kg,fruit,71.0,193,3,600,0,31.3,0.3,None,Saint-Louis_Marche
2024-11-15,Bananes_kg,fruit,50.0,182,7,700,0,33.5,1.4,None,Dakar_Corniche
2023-05-04,Tomates_kg,legume,111.0,490,3,500,1,28.5,2.6,None,Saint-Louis_Marche
2023-05-25,Tomates_kg,legume,134.0,362,5,500,1,40.8,3.2,None,Saint-Louis_Marche
2024-08-27,Pommes_kg,fruit,89.0,224,7,600,0,44.3,0.1,None,Dakar_Corniche
2024-08-27,Tomates_kg,legume,95.0,346,7,500,0,25.0,2.9,None,Thies_Centre
2024-11-22,Tomates_kg,legume,112.0,453,14,500,0,28.1,4.5,None,Thies_Centre
2024-09-16,Bananes_kg,fruit,48.0,442,7,700,0,30.7,5.8,None,Dakar_Corniche
2023-09-18,Oignons_kg,legume,93.0,236,14,300,0,34.6,0.6,None,Thies_Centre
2023-04-11,Poisson_frais,poisson,133.89275335384755,142,5,1500,1,26.0,5.9,Ramadan,Dakar_Corniche
2024-08-15,Lait_1L,produit_frais,60.0,365,14,1200,0,25.9,3.2,None,Saint-Louis_Marche
2024-07-18,Riz_5kg,epicerie,53.0,468,10,2000,1,34.2,1.4,None,Thies_Centre
2022-06-22,Lait_1L,produit_frais,79.0,122,3,1200,0,32.6,3.8,None,Thies_Centre
2022-03-14,Sucre_1kg,epicerie,28.0,353,10,400,0,25.0,0.6,None,Saint-Louis_Marche
2023-10-27,Oignons_kg,legume,107.0,481,14,300,1,25.8,1.9,None,Thies_Centre
2023-04-18,Huile_1L,epicerie,276.2338077812157,232,7,800,0,28.2,1.3,Ramadan,Dakar_Corniche
2022-04-11,Lait_1L,produit_frais,140.50505802454785,388,10,1200,0,37.9,0.8,Ramadan,Thies_Centre
2024-03-28,Poulet_frais,viande,91.25113306980187,318,14,2500,0,36.3,1.9,Ramadan,Saint-Louis_Marche
2024-03-19,Oignons_kg,legume,237.41016584472592,176,10,300,1,42.3,0.4,Ramadan,Saint-Louis_Marche
2024-10-01,Poisson_frais,poisson,78.0,339,14,1500,0,36.3,0.6,None,Saint-Louis_Marche
2022-12-25,Pommes_kg,fruit,90.0,366,14,600,0,36.1,6.6,None,Saint-Louis_Marche
2022-02-23,Oignons_kg,legume,81.0,205,10,300,0,32.0,0.7,None,Saint-Louis_Marche
2023-05-29,Oignons_kg,legume,80.0,272,5,300,0,45.0,0.9,None,Saint-Louis_Marche
2023-06-28,Riz_5kg,epicerie,55.0,201,10,2000,0,34.2,5.1,None,Saint-Louis_Marche
2024-08-06,Oignons_kg,legume,77.0,391,7,300,0,40.9,1.6,None,Saint-Louis_Marche
2023-10-02,Poulet_frais,viande,36.0,354,5,2500,0,27.8,3.8,None,Dakar_Corniche
2023-12-30,Huile_1L,epicerie,101.0,399,14,800,0,25.0,0.2,None,Saint-Louis_Marche
2023-03-28,Poisson_frais,poisson,153.19783945992387,403,14,1500,0,37.4,1.0,Ramadan,Saint-Louis_Marche
2022-05-17,Bananes_kg,fruit,63.0,232,14,700,0,25.0,0.9,None,Dakar_Corniche
2024-12-11,Poulet_frais,viande,48.0,205,3,2500,0,31.4,1.7,None,Thies_Centre
2022-07-07,Lait_1L,produit_frais,85.0,372,7,1200,0,25.0,1.0,None,Thies_Centre
2023-07-17,Tomates_kg,legume,125.0,203,14,500,0,30.0,0.6,None,Dakar_Corniche
2024-10-10,Poisson_frais,poisson,77.0,194,5,1500,0,34.1,1.1,None,Thies_Centre
2023-01-27,Pommes_kg,fruit,82.0,247,5,600,0,30.4,0.6,None,Thies_Centre
2024-07-09,Sucre_1kg,epicerie,31.0,119,7,400,0,28.1,2.7,None,Saint-Louis_Marche
2022-12-09,Oignons_kg,legume,93.0,201,10,300,1,36.8,2.0,None,Dakar_Corniche
2023-01-27,Sucre_1kg,epicerie,31.0,148,7,400,0,25.0,3.0,None,Dakar_Corniche
2024-12-18,Oignons_kg,legume,95.0,180,3,300,1,35.9,0.3,None,Thies_Centre
2023-05-22,Tomates_kg,legume,93.0,276,10,500,1,29.6,0.3,None,Thies_Centre
2024-11-12,Riz_5kg,epicerie,53.0,411,7,2000,0,37.7,1.2,None,Dakar_Corniche
2023-05-10,Oignons_kg,legume,95.0,227,3,300,1,32.8,0.2,None,Saint-Louis_Marche
2022-07-07,Poulet_frais,viande,37.0,313,3,2500,0,30.7,1.1,None,Saint-Louis_Marche
2023-12-03,Lait_1L,produit_frais,82.0,288,14,1200,1,29.3,0.1,None,Dakar_Corniche
2024-10-22,Tomates_kg,legume,127.0,484,10,500,0,35.0,0.8,None,Saint-Louis_Marche
2022-06-05,Poulet_frais,viande,34.0,373,14,2500,0,34.6,8.0,None,Thies_Centre
2022-02-23,Pommes_kg,fruit,91.0,286,10,600,0,39.4,0.1,None,Thies_Centre
2023-02-25,Lait_1L,produit_frais,64.0,493,7,1200,0,36.3,0.3,None,Saint-Louis_Marche
2023-02-08,Bananes_kg,fruit,63.0,313,5,700,0,31.5,1.4,None,Thies_Centre
2023-06-19,Sucre_1kg,epicerie,36.0,262,5,400,0,40.9,4.7,None,Dakar_Corniche
2023-02-13,Riz_5kg,epicerie,52.0,242,7,2000,1,25.3,1.0,None,Thies_Centre
2022-08-05,Pommes_kg,fruit,81.0,371,7,600,1,28.1,0.9,None,Saint-Louis_Marche
2023-04-11,Tomates_kg,legume,285.5858812579591,470,3,500,1,28.7,11.7,Ramadan,Thies_Centre
2023-11-12,Poisson_frais,poisson,72.0,314,14,1500,0,30.5,4.1,None,Dakar_Corniche
2023-06-29,Lait_1L,produit_frais,186.93641758447953,282,3,1200,0,25.0,1.1,Tabaski,Dakar_Corniche
2024-04-02,Lait_1L,produit_frais,238.2754683473038,446,10,1200,0,31.3,0.1,Ramadan,Thies_Centre
2022-02-21,Huile_1L,epicerie,92.0,117,5,800,0,34.5,4.0,None,Dakar_Corniche
2022-05-10,Poulet_frais,viande,47.0,248,14,2500,0,29.5,3.9,None,Dakar_Corniche
2023-08-30,Tomates_kg,legume,135.0,360,14,500,0,36.0,2.7,None,Thies_Centre
2022-05-09,Riz_5kg,epicerie,52.0,292,14,2000,0,25.0,2.3,None,Dakar_Corniche
2024-07-17,Pommes_kg,fruit,78.0,337,3,600,0,39.5,4.4,None,Thies_Centre
2022-11-17,Lait_1L,produit_frais,91.0,157,5,1200,1,25.0,1.1,None,Dakar_Corniche
2022-05-20,Oignons_kg,legume,78.0,301,10,300,0,33.2,10.0,None,Dakar_Corniche
2024-09-09,Bananes_kg,fruit,52.0,487,10,700,0,30.1,2.9,None,Saint-Louis_Marche
2024-10-30,Poulet_frais,viande,39.0,358,10,2500,0,27.8,0.1,None,Saint-Louis_Marche
2022-03-30,Pommes_kg,fruit,68.0,127,7,600,0,28.4,9.9,None,Thies_Centre
2022-10-21,Lait_1L,produit_frais,91.0,458,7,1200,0,25.7,4.6,None,Saint-Louis_Marche
2022-03-23,Sucre_1kg,epicerie,21.0,209,10,400,0,26.6,0.5,None,Saint-Louis_Marche
2022-01-30,Riz_5kg,epicerie,53.0,414,5,2000,0,33.2,3.6,None,Saint-Louis_Marche
2023-12-02,Poulet_frais,viande,56.0,100,10,2500,1,27.9,3.8,None,Thies_Centre
2023-12-29,Oignons_kg,legume,95.0,227,7,300,0,33.2,3.3,None,Thies_Centre
2024-01-06,Sucre_1kg,epicerie,31.0,432,10,400,0,31.0,0.5,None,Dakar_Corniche
2023-02-15,Poisson_frais,poisson,71.0,493,3,1500,0,26.0,0.6,None,Saint-Louis_Marche
2023-02-08,Riz_5kg,epicerie,48.0,254,5,2000,0,33.8,0.1,None,Thies_Centre
2022-09-14,Tomates_kg,legume,110.0,499,7,500,0,32.8,3.9,None,Dakar_Corniche
2024-01-08,Poulet_frais,viande,40.0,462,14,2500,0,25.0,0.4,None,Dakar_Corniche
2023-11-10,Lait_1L,produit_frais,89.0,497,5,1200,0,35.3,0.5,None,Thies_Centre
2023-12-28,Tomates_kg,legume,120.0,386,10,500,0,35.8,5.1,None,Saint-Louis_Marche
2022-12-26,Riz_5kg,epicerie,53.0,400,14,2000,1,28.1,2.8,None,Dakar_Corniche
2022-12-23,Lait_1L,produit_frais,63.0,444,5,1200,0,30.1,1.4,None,Saint-Louis_Marche
2022-04-22,Bananes_kg,fruit,126.28888459751978,159,14,700,0,41.3,1.7,Ramadan,Saint-Louis_Marche
2024-06-03,Lait_1L,produit_frais,83.0,499,14,1200,0,30.2,0.3,None,Saint-Louis_Marche
2023-08-06,Bananes_kg,fruit,60.0,162,3,700,0,25.0,1.4,None,Thies_Centre
2022-01-13,Lait_1L,produit_frais,92.0,115,7,1200,0,40.0,7.7,None,Dakar_Corniche
2024-07-23,Pommes_kg,fruit,76.0,464,14,600,0,28.9,0.1,None,Dakar_Corniche
2022-11-08,Huile_1L,epicerie,98.0,415,10,800,1,32.0,4.2,None,Saint-Louis_Marche
2024-09-07,Riz_5kg,epicerie,51.0,288,14,2000,0,40.9,3.5,None,Thies_Centre
2024-09-23,Tomates_kg,legume,128.0,412,7,500,0,35.4,4.6,None,Thies_Centre
2022-11-21,Pommes_kg,fruit,84.0,167,5,600,0,34.0,3.7,None,Saint-Louis_Marche
2024-02-06,Bananes_kg,fruit,74.0,189,10,700,0,27.6,3.5,None,Dakar_Corniche
2023-08-08,Lait_1L,produit_frais,57.0,240,10,1200,1,35.0,6.2,None,Saint-Louis_Marche
2023-06-21,Bananes_kg,fruit,71.0,318,10,700,0,27.4,1.0,None,Thies_Centre
2024-08-06,Poisson_frais,poisson,74.0,472,3,1500,0,30.4,1.0,None,Dakar_Corniche
2023-01-24,Pommes_kg,fruit,78.0,469,14,600,1,38.0,3.7,None,Dakar_Corniche
2023-05-12,Poisson_frais,poisson,62.0,230,7,1500,0,33.7,1.0,None,Dakar_Corniche
2023-02-24,Riz_5kg,epicerie,55.0,184,5,2000,1,32.3,1.3,None,Saint-Louis_Marche
2024-01-29,Oignons_kg,legume,84.0,470,14,300,1,25.0,0.8,None,Saint-Louis_Marche
2023-09-09,Poisson_frais,poisson,65.0,128,10,1500,0,36.8,0.6,None,Saint-Louis_Marche
2023-03-05,Huile_1L,epicerie,105.0,492,10,800,1,41.2,1.2,None,Thies_Centre
2023-06-13,Bananes_kg,fruit,51.0,239,7,700,0,41.2,0.7,None,Thies_Centre
2024-12-19,Lait_1L,produit_frais,99.0,460,5,1200,1,32.6,2.5,None,Thies_Centre
2024-02-04,Bananes_kg,fruit,55.0,355,7,700,0,33.7,4.1,None,Thies_Centre
2024-02-25,Pommes_kg,fruit,60.0,456,10,600,1,25.0,2.4,None,Dakar_Corniche
2022-05-24,Pommes_kg,fruit,63.0,351,10,600,0,25.7,0.0,None,Dakar_Corniche
2024-06-21,Poisson_frais,poisson,69.0,484,14,1500,0,31.4,0.2,None,Dakar_Corniche
2022-09-07,Sucre_1kg,epicerie,40.0,499,10,400,0,29.8,0.3,None,Thies_Centre
2024-12-12,Bananes_kg,fruit,54.0,481,3,700,0,31.0,0.5,None,Thies_Centre
2022-10-19,Riz_5kg,epicerie,46.0,436,14,2000,0,35.4,1.3,None,Saint-Louis_Marche
2023-05-30,Riz_5kg,epicerie,43.0,496,14,2000,0,30.2,0.0,None,Saint-Louis_Marche
2023-07-14,Bananes_kg,fruit,54.0,109,5,700,0,38.6,0.4,None,Dakar_Corniche
2023-09-11,Sucre_1kg,epicerie,29.0,310,5,400,0,31.4,2.7,None,Thies_Centre
2022-11-25,Tomates_kg,legume,131.0,321,5,500,0,34.5,0.5,None,Thies_Centre
2022-06-25,Bananes_kg,fruit,60.0,182,5,700,1,34.3,2.6,None,Dakar_Corniche
2022-11-14,Lait_1L,produit_frais,102.0,484,3,1200,0,27.9,0.4,None,Saint-Louis_Marche
2024-09-28,Oignons_kg,legume,96.0,313,14,300,0,28.1,1.5,None,Dakar_Corniche
2024-05-21,Oignons_kg,legume,91.0,156,7,300,0,28.5,4.8,None,Thies_Centre
2023-09-19,Poulet_frais,viande,43.0,124,10,2500,0,32.0,0.5,None,Saint-Louis_Marche
2024-11-07,Huile_1L,epicerie,112.0,170,7,800,0,30.6,4.7,None,Saint-Louis_Marche
2022-06-27,Huile_1L,epicerie,102.0,419,14,800,1,36.7,2.3,None,Saint-Louis_Marche
2024-08-04,Poisson_frais,poisson,50.0,141,10,1500,0,27.5,1.2,None,Saint-Louis_Marche
2024-08-27,Huile_1L,epicerie,101.0,380,5,800,0,31.2,1.7,None,Thies_Centre
2024-01-07,Poulet_frais,viande,39.0,300,14,2500,0,28.7,1.3,None,Saint-Louis_Marche
2022-08-16,Pommes_kg,fruit,78.0,284,3,600,0,45.0,0.8,None,Dakar_Corniche
2022-07-08,Poisson_frais,poisson,73.0,359,10,1500,0,31.4,0.1,None,Thies_Centre
2024-04-20,Oignons_kg,legume,77.0,149,3,300,1,31.0,0.8,None,Saint-Louis_Marche
2023-01-01,Bananes_kg,fruit,65.0,351,5,700,0,30.8,0.6,None,Dakar_Corniche
2023-12-25,Lait_1L,produit_frais,87.0,343,7,1200,0,31.0,2.0,None,Thies_Centre
2023-06-30,Bananes_kg,fruit,58.0,484,7,700,1,35.3,3.2,None,Thies_Centre
2023-05-06,Sucre_1kg,epicerie,29.0,143,5,400,0,28.2,3.3,None,Saint-Louis_Marche
2022-02-18,Bananes_kg,fruit,60.0,437,14,700,0,30.2,1.2,None,Dakar_Corniche
2023-07-19,Huile_1L,epicerie,101.0,237,7,800,0,34.1,0.7,None,Thies_Centre
2024-03-14,Poulet_frais,viande,58.13767457289436,337,5,2500,0,34.7,3.5,Ramadan,Saint-Louis_Marche
2022-12-12,Lait_1L,produit_frais,87.0,352,7,1200,0,38.9,0.9,None,Dakar_Corniche
2022-07-17,Bananes_kg,fruit,68.0,327,10,700,0,25.0,0.7,None,Dakar_Corniche
2022-02-20,Sucre_1kg,epicerie,31.0,283,5,400,1,33.7,1.3,None,Saint-Louis_Marche
2023-06-10,Poisson_frais,poisson,74.0,176,5,1500,0,34.4,2.2,None,Dakar_Corniche
2023-07-15,Lait_1L,produit_frais,78.0,411,7,1200,0,29.7,1.0,None,Saint-Louis_Marche
2022-11-25,Riz_5kg,epicerie,47.0,134,5,2000,0,31.9,0.8,None,Saint-Louis_Marche
2024-12-02,Pommes_kg,fruit,81.0,287,14,600,0,25.0,1.1,None,Thies_Centre
2022-04-26,Pommes_kg,fruit,140.43743952914073,269,7,600,0,27.2,3.6,Ramadan,Dakar_Corniche
2023-04-04,Tomates_kg,legume,253.28158549404165,488,3,500,0,29.8,0.4,Ramadan,Dakar_Corniche
2022-06-01,Tomates_kg,legume,127.0,374,7,500,0,27.2,1.5,None,Dakar_Corniche
2022-10-08,Oignons_kg,legume,82.0,306,10,300,0,27.3,7.2,None,Saint-Louis_Marche
2022-05-16,Huile_1L,epicerie,87.0,233,10,800,0,32.9,0.5,None,Dakar_Corniche
2023-08-09,Poulet_frais,viande,43.0,217,14,2500,0,32.6,1.3,None,Thies_Centre
2023-11-18,Oignons_kg,legume,107.0,459,10,300,0,28.1,6.1,None,Dakar_Corniche
2024-09-14,Sucre_1kg,epicerie,25.0,350,10,400,0,34.1,4.8,None,Saint-Louis_Marche
2023-05-18,Riz_5kg,epicerie,64.0,361,5,2000,0,36.4,3.2,None,Saint-Louis_Marche
2022-01-06,Poisson_frais,poisson,73.0,139,7,1500,0,40.3,0.9,None,Thies_Centre
2022-06-18,Riz_5kg,epicerie,60.0,384,14,2000,0,26.6,1.6,None,Saint-Louis_Marche
2023-03-01,Poisson_frais,poisson,66.0,302,14,1500,0,30.9,2.2,None,Saint-Louis_Marche
2024-03-19,Tomates_kg,legume,356.0997544166456,351,3,500,0,25.0,0.4,Ramadan,Dakar_Corniche
2023-12-04,Tomates_kg,legume,132.0,194,7,500,0,34.9,7.5,None,Thies_Centre
2022-06-15,Tomates_kg,legume,115.0,494,3,500,0,35.8,1.1,None,Dakar_Corniche
2023-10-21,Pommes_kg,fruit,88.0,263,7,600,0,27.3,1.9,None,Dakar_Corniche
2023-03-17,Poisson_frais,poisson,74.0,350,14,1500,0,25.0,1.3,None,Thies_Centre
2023-05-19,Poisson_frais,poisson,72.0,114,5,1500,0,34.8,0.1,None,Saint-Louis_Marche
2022-03-15,Pommes_kg,fruit,69.0,174,7,600,1,35.2,3.2,None,Saint-Louis_Marche
2024-01-07,Bananes_kg,fruit,53.0,190,3,700,1,34.1,4.7,None,Thies_Centre
2022-08-14,Pommes_kg,fruit,81.0,468,5,600,0,35.9,0.8,None,Thies_Centre
2024-07-29,Tomates_kg,legume,107.0,353,5,500,0,25.0,0.7,None,Dakar_Corniche
2023-12-13,Huile_1L,epicerie,112.0,284,14,800,0,45.0,0.2,None,Saint-Louis_Marche
2023-05-22,Poisson_frais,poisson,77.0,383,7,1500,0,37.8,0.1,None,Saint-Louis_Marche
2022-04-06,Huile_1L,epicerie,237.37054420709674,292,7,800,0,34.5,1.5,Ramadan,Dakar_Corniche
2024-04-23,Poisson_frais,poisson,72.0,194,3,1500,0,30.7,0.2,None,Dakar_Corniche
2023-06-27,Huile_1L,epicerie,92.0,354,3,800,0,31.5,2.8,None,Dakar_Corniche
2023-05-09,Poisson_frais,poisson,65.0,455,7,1500,1,35.6,2.7,None,Thies_Centre
2022-05-09,Pommes_kg,fruit,85.0,266,7,600,0,28.3,0.8,None,Dakar_Corniche
2023-08-08,Poisson_frais,poisson,77.0,332,14,1500,0,33.2,0.5,None,Saint-Louis_Marche
2022-10-04,Huile_1L,epicerie,110.0,246,7,800,0,43.8,1.0,None,Dakar_Corniche
2022-05-25,Bananes_kg,fruit,49.0,306,14,700,0,30.8,3.1,None,Saint-Louis_Marche
2023-10-06,Lait_1L,produit_frais,79.0,382,3,1200,0,27.6,6.1,None,Saint-Louis_Marche
2023-01-31,Oignons_kg,legume,73.0,389,10,300,0,35.9,1.9,None,Dakar_Corniche
2022-04-28,Sucre_1kg,epicerie,90.91608894461478,382,3,400,1,27.8,0.6,Ramadan,Saint-Louis_Marche
2023-01-12,Poulet_frais,viande,43.0,300,14,2500,0,40.5,0.1,None,Saint-Louis_Marche
2024-01-28,Huile_1L,epicerie,100.0,141,10,800,0,37.7,2.6,None,Dakar_Corniche
2024-08-01,Lait_1L,produit_frais,83.0,243,7,1200,1,25.0,0.9,None,Thies_Centre
2024-03-12,Poisson_frais,poisson,244.99730971154446,128,14,1500,0,29.8,0.6,Ramadan,Thies_Centre
2023-11-13,Pommes_kg,fruit,77.0,350,14,600,0,36.0,0.2,None,Thies_Centre
2023-07-21,Tomates_kg,legume,114.0,343,7,500,0,36.7,1.6,None,Saint-Louis_Marche
2023-05-03,Poulet_frais,viande,39.0,321,7,2500,0,25.0,0.2,None,Thies_Centre
2024-04-04,Sucre_1kg,epicerie,67.00948179031575,380,3,400,0,33.5,4.1,Ramadan,Saint-Louis_Marche
2023-11-19,Oignons_kg,legume,88.0,217,14,300,0,32.2,3.5,None,Dakar_Corniche
2024-12-18,Riz_5kg,epicerie,46.0,417,7,2000,0,27.1,0.1,None,Dakar_Corniche
2024-09-29,Poisson_frais,poisson,87.0,475,10,1500,0,38.8,0.3,None,Thies_Centre
2023-01-12,Pommes_kg,fruit,87.0,151,3,600,0,37.3,1.3,None,Thies_Centre
2022-11-30,Lait_1L,produit_frais,81.0,277,14,1200,0,32.0,2.4,None,Thies_Centre
2022-04-11,Oignons_kg,legume,185.92163569283338,179,10,300,0,30.3,2.2,Ramadan,Dakar_Corniche
2024-06-19,Lait_1L,produit_frais,82.0,139,10,1200,0,28.4,0.8,None,Saint-Louis_Marche
2024-03-01,Riz_5kg,epicerie,57.0,465,5,2000,0,40.9,1.4,None,Thies_Centre
2022-09-19,Tomates_kg,legume,114.0,274,3,500,0,31.4,3.2,None,Thies_Centre
2023-07-08,Oignons_kg,legume,92.0,210,5,300,1,38.3,0.4,None,Saint-Louis_Marche
2022-10-17,Poisson_frais,poisson,78.0,354,10,1500,0,33.2,1.7,None,Saint-Louis_Marche
2022-04-04,Pommes_kg,fruit,185.2906633976413,266,3,600,0,34.7,0.1,Ramadan,Thies_Centre
2022-04-08,Huile_1L,epicerie,213.3431907121698,216,14,800,0,38.1,0.6,Ramadan,Saint-Louis_Marche
